Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name,Filename,Full_Path_and_Filename,GroupID
,,install | Delete installation package from node,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_local_pkg,nan_install_local_pkg,install_local_pkg
,,install | file audit logging path,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_local_pkg,nan_install_local_pkg,install_local_pkg
,, install | file audit logging path,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_local_pkg,nan_install_local_pkg,install_local_pkg
,,install | file audit logging path,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_local_pkg,nan_install_local_pkg,install_local_pkg
,,install | file audit logging path,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_local_pkg,nan_install_local_pkg,install_local_pkg
,,install | file audit logging path,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_local_pkg,nan_install_local_pkg,install_local_pkg
,,task,#,#,#,#,#,#,#,#,#,#,#,#,1,0,,,
,,install | Find gpfs.librdkafka (gpfs.librdkafka) package,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_local_pkg,nan_install_local_pkg,install_local_pkg
,,install | Check valid GPFS (gpfs.librdkafka) package,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_local_pkg,nan_install_local_pkg,install_local_pkg
,,install | Add GPFS file audit logging packages to list,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_local_pkg,nan_install_local_pkg,install_local_pkg
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\weareinteractive\ansible-newrelic\tasks\install_redhat.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,install_redhat,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\weareinteractive\ansible-newrelic\tasks\install_redhat.yml_install_redhat,install_redhat
,,Installing dependencies,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_redhat,nan_install_redhat,install_redhat
,,Installing packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_redhat,nan_install_redhat,install_redhat
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM\ibm-spectrum-scale-install-infra\roles\scale_object\node\tasks\install_remote_pkg.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#,install_remote_pkg,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM\ibm-spectrum-scale-install-infra\roles\scale_object\node\tasks\install_remote_pkg.yml_install_remote_pkg,install_remote_pkg
,,install | Stat remote installation package,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,install | Check remote installation package,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,install | Stat checksum file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,install | Read checksum from file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,install | Compare checksums,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,install | Stat extracted packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,install | Make installation package executable,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,install | Extract installation package,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,install | Stat extracted packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,install | Check extracted packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,task,#,#,#,#,#,#,#,#,#,#,#,#,1,0,,,
,,install | obj path,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,install | Find all packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,install | Check valid scale openstack-swift packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,install | Check valid python3-swift package,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
,,install | Check valid scale spectrum-scale-object package,#,#,#,#,#,#,#,#,#,#,#,#,0,0,install_remote_pkg,nan_install_remote_pkg,install_remote_pkg
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\dellhpc\omnia\security\roles\secure_login_node\tasks\ipa_configuration.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,ipa_configuration,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\dellhpc\omnia\security\roles\secure_login_node\tasks\ipa_configuration.yml_ipa_configuration,ipa_configuration
,,Modify the freeipa global password policy,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ipa_configuration,nan_ipa_configuration,ipa_configuration
,,Create sysadmin group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ipa_configuration,nan_ipa_configuration,ipa_configuration
,,Create sysadmin_sudo rule,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ipa_configuration,nan_ipa_configuration,ipa_configuration
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\trustedanalytics\platform-ansible\roles\common\tasks\iptables.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,iptables,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\trustedanalytics\platform-ansible\roles\common\tasks\iptables.yml_iptables,iptables
,,Don't unload IPTables modules on restart and stop,#,#,#,#,#,#,#,#,#,#,#,#,0,0,iptables,nan_iptables,iptables
,,Disable IPTables service,#,#,#,#,#,#,#,#,#,#,#,#,0,0,iptables,nan_iptables,iptables
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_ironic\tasks\ironic_inspector_post_install.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,ironic_inspector_post_install,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_ironic\tasks\ironic_inspector_post_install.yml_ironic_inspector_post_install,ironic_inspector_post_install
,,Default pxelinux.0 config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ironic_inspector_post_install,nan_ironic_inspector_post_install,ironic_inspector_post_install
,,Copy Inspector iPXE Configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ironic_inspector_post_install,nan_ironic_inspector_post_install,ironic_inspector_post_install
,,Download IPA Images,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ironic_inspector_post_install,nan_ironic_inspector_post_install,ironic_inspector_post_install
,,Configure nginx when inspector boot mode is http,#,#,#,#,#,#,#,#,#,#,#,#,1,0,ironic_inspector_post_install,nan_ironic_inspector_post_install,ironic_inspector_post_install
,,Disable default nginx configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Remove default nginx config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Ensure nginx configuration directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Configure nginx virtual hosts,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Link to enable nginx virtual hosts,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\confluentinc\cp-ansible\playbooks\ksql.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,ksql,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\confluentinc\cp-ansible\playbooks\ksql.yml_ksql,ksql
,KSQL Status Finding,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,ksql,nan_ksql,ksql
,,task1,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ksql,nan_ksql,ksql
,,Populate service facts,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ksql,nan_ksql,ksql
,,Determine Installation Pattern - Parallel or Serial,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ksql,nan_ksql,ksql
,,Group Hosts by Installation Pattern,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ksql,nan_ksql,ksql
,KSQL Parallel Provisioning,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,ksql,nan_ksql,ksql
,,task1,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ksql,nan_ksql,ksql
,KSQL Serial Provisioning,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,ksql,nan_ksql,ksql
,,task1,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ksql,nan_ksql,ksql
,,Proceed Prompt,#,#,#,#,#,#,#,#,#,#,#,#,0,0,ksql,nan_ksql,ksql
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cjeanner\tripleo-lab\roles\builder\tasks\libvirt.yaml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#,libvirt,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cjeanner\tripleo-lab\roles\builder\tasks\libvirt.yaml_libvirt,libvirt
,,create overclouds range,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,common tags,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,Set nested KVM if wanted,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,Create symlink if needed,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,run tasks as virt_user user,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,export LIBVIRT_DEFAULT_URI,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,export LIBGUESTFS_BACKEND,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,get default network XML content,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,ensure default network is present,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,run default network,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,ensure network is active and autostart,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,load ctlplane network,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,create ctlplane network,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,ensure ctlplane is active and autostart,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,centos-7,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,Modern CentOS,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,are we re-deploying upon existing deploy,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,, update image in-place,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,"""Create undercloud image based on {{ base_image_name }}""",#,#,#,#,#,#,#,#,#,#,#,#,1,0,libvirt,nan_libvirt,libvirt
,, create undercloud swap file when needed,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,create empty image for non-undercloud,#,#,#,#,#,#,#,#,#,#,#,#,1,0,libvirt,nan_libvirt,libvirt
,,create overcloud swap files when needed,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,,create OSD(s) for ceph instances if any,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
,, push proxy config if needed,#,#,#,#,#,#,#,#,#,#,#,#,0,0,libvirt,nan_libvirt,libvirt
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\license_manager.yml,,,0,1,1,0,0,0,0,0,0,0,#,#,#,#,license_manager,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\license_manager.yml_license_manager,license_manager
,Deploy edX License Manager,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,license_manager,nan_license_manager,license_manager
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible\playbooks\listening-port-report.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,listening-port-report,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible\playbooks\listening-port-report.yml_listening-port-report,listening-port-report
,Gather listening ports report,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,listening-port-report,nan_listening-port-report,listening-port-report
,,Gather listening ports,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,create report,#,#,#,#,#,#,#,#,#,#,#,#,1,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\influxdb\tasks\loadbalancer.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,loadbalancer,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\influxdb\tasks\loadbalancer.yml_loadbalancer,loadbalancer
,,"""Configure loadbalancer for {{ project_name }}""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,loadbalancer,nan_loadbalancer,loadbalancer
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\barbican\tasks\loadbalancer.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,loadbalancer,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\barbican\tasks\loadbalancer.yml_loadbalancer,loadbalancer
,,Configure loadbalancer for {{ project_name }},#,#,#,#,#,#,#,#,#,#,#,#,0,0,loadbalancer,nan_loadbalancer,loadbalancer
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\davestephens\ansible-nas\roles\heimdall\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\davestephens\ansible-nas\roles\heimdall\tasks\main.yml_main,main
,,Start Heimdall,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,Create Heimdall group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create Heimdall user,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create Heimdall Directories,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create Heimdall container,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,Stop Heimdall,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Stop Heimdall,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\HCL-TECH-SOFTWARE\connections-automation\roles\hcl\docs\register-docs-in-news\tasks\main.yml,,,0,0,0,0,0,0,1,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\HCL-TECH-SOFTWARE\connections-automation\roles\hcl\docs\register-docs-in-news\tasks\main.yml_main,main
,,Verify if Profile already exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Verify if pid file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Generate Response file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Register Docs in CNX News,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\sahara\handlers\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\sahara\handlers\main.yml_main,main
,,Restart sahara-api container,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Restart sahara-engine container,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\starlingx\ansible-playbooks\playbookconfig\src\playbooks\roles\update-subcloud\prepare-env\tasks\main.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\starlingx\ansible-playbooks\playbookconfig\src\playbooks\roles\update-subcloud\prepare-env\tasks\main.yml_main,main
,,Get subcloud active controller,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set subcloud floating address fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Retrieve software version number,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Fail if software version is not defined,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Retrieve system mode,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Fail if system mode is not defined,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,"Set host software version, system mode",#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set config path fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Get target subcloud network,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set the target network name variable,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Get ifname of the existing subcloud network of controller-0,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Fail if subcloud network interface of controller-0 is not assigned,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set sc_if_c0 fact,#,#,#,#,#,#,#,#,#,0,#,#,0,0,main,nan_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Get ifname of the existing subcloud network of controller-1,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Fail if subcloud network interface of controller-1 is not assigned,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Set sc_if_c1 fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\oraswgi_manage_patches\tasks\main.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\oraswgi_manage_patches\tasks\main.yml_main,main
,,gi_opatch | check if GI has been configured,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,gi_opatch | set fact for patch_before_rootsh,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,gi_opatch | Create patch-base directory (version specific),#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,include transfer-files.yml,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,include unpack-files.yml,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,include opatch-upgrade.yml,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,gi_opatch | Check current opatch version,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,gi_opatch | Configure ocm.rsp (1),#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,gi_opatch | Configure ocm.rsp (2),#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,gi_opatch | Manage opatchauto patches for GI (after software only install),#,#,#,#,#,#,#,#,#,#,#,#,1,1,main,nan_main,main
,,gi_opatch | Manage opatchauto patches for GI,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,gi_opatch | Manage non opatchauto patches for GI,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\yatesr\ansible-timezone\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\yatesr\ansible-timezone\tasks\main.yml_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\AtlasOfLivingAustralia\ala-install\ansible\roles\fieldguide\tasks\main.yml,,,0,0,0,0,0,0,1,0,0,0,#,#,0,0,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\AtlasOfLivingAustralia\ala-install\ansible\roles\fieldguide\tasks\main.yml_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,add nginx vhost if configured,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,ensure target directories exist [data subdirectories etc.],#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,copy all config.properties,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,set data ownership,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\UCCNetsoc\NaC\roles\git\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\UCCNetsoc\NaC\roles\git\tasks\main.yml_main,main
,,Install git,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\alvistack\ansible-role-jira\tasks\main.yml,,,0,0,0,1,0,0,1,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\alvistack\ansible-role-jira\tasks\main.yml_main,main
,,include default variables,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,include release specific variables,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,include release specific tasks,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,groupadd,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,useradd,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,prepare directories,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,copy templates,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,prepare files,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,patch /opt/atlassian/jira/atlassian-jira/WEB-INF/web.xml,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,flush handlers,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,systemctl start jira.service,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\jmunixusers\cs-vm-build\roles\filezilla\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\jmunixusers\cs-vm-build\roles\filezilla\tasks\main.yml_main,main
,,Install Filezilla package,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Create Filezilla configuration directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Copy template default Filezilla configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Attempt to copy Filezilla filters,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\nuancier\tasks\main.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\nuancier\tasks\main.yml_main,main
,,install needed packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,copy sundry nuancier configuration,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,create pictures folder where we upload the pictures,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,create the cache folder where nuancier creates the thumbnails,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,create the database scheme,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,replace the nuancier configuration file by the one with the normal user,#,#,#,#,#,#,#,#,#,#,#,#,1,0,main,nan_main,main
,,set sebooleans so nuancier can talk to the db,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,apply selinux type to static files,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,set sebooleans so apache can use glusterfs,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,set sebooleans so apache can send emails,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,apply selinux type to the wsgi file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
,,Install SAR script for nuancier,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\simple-koji-ci\tasks\main.yml,,,0,0,0,0,0,0,1,0,0,0,#,#,#,#,main,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\simple-koji-ci\tasks\main.yml_main,main
,,install needed packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,main,nan_main,main
